"commentsCount","text","date","likesCount"
"1","🖕🖕🖕🖕🖕🖕","2024-01-14T17:49:04.000Z","0"
"1","Cel mai prost președinte din istorie americanilor 🤣🤣🤣🤣","2024-01-14T17:49:05.000Z","0"
"1","Someone tell this idiot that 14 million people went back to work when they were finally allowed to. I'm sick of this moron bragging about giving us back the jobs we had BEFORE he took office.","2024-01-14T17:49:01.000Z","0"
,"Latest Biden approval rating
CNN Poll of Polls
Approve 
36%
Disapprove 
59%
Date Range: 12/08-01/08","2024-01-14T17:48:23.000Z","0"
,"ABU TIGER You are a traitor to your skin colour and should be ashamed I would shun you.","2024-01-14T17:48:02.000Z","0"
,"What a joke!","2024-01-14T17:47:09.000Z","0"
,"How embarrassing for these workers to be staged with diaper Joe Biden","2024-01-14T17:45:51.000Z","0"
,"Is that why you canceled the pipeline on your 1st day?? You're such a puppet!!","2024-01-14T17:45:07.000Z","0"
,"Lies, lies,lies!","2024-01-14T17:45:02.000Z","0"
,"Remember Zionist Child abusers have called these children terrorits please ask you children to tell the truth are these children terrorists or children like themselves. https://twitter.com/KlausUncle/status/1746163539985715491?t=HZBIom9IZK1egFqR3SxwhA&s=19","2024-01-14T17:43:11.000Z","0"
,"The President Joe Biden are looking for the citizen of América,  he fight without the inflacion,  he fight and he aport great and the best economy United States can have today,  if you wan a job like american or citizen of América,  vote blue ! Mr Joe Biden President of United States now and forever!","2024-01-14T17:42:55.000Z","0"
"84","Americans are tired of open borders and failed policies. One global disaster after another. You have embarrassed and weakened America on the world stage","2024-01-14T17:42:17.000Z","15"
,"Yeah, you would love another four years to destroy this country for good. People cannot afford another year with you. Never mind for more. You are 100% failure. Take a look at your poll numbers Joe they say everything. People do not want you. You are a terrible terrible terrible president.","2024-01-14T17:41:25.000Z","0"
,"FINANCE
Trump Failed To Deliver On Promised
Economic Growth
Higher Than 3%
So Biden Did It For Him
When Trump is losing by his own standard, it's worth pointing out.
By JONATHAN WOLF
January 10, 2024 at 6:30 PM","2024-01-14T17:40:07.000Z","0"
,"Fkn criminal","2024-01-14T17:39:17.000Z","1"
,"Lies lies lies! Reality is everything you say is the opposite of what it actually is.","2024-01-14T17:39:17.000Z","1"
"13","Trump tried to convert
presidency into
'moneymaking enterprise'","2024-01-14T17:38:57.000Z","0"
,"Before you tomato price was 70 cents per pound and now it’s $1.49
Everything is double
That’s why we have more homelessness now and which will blow up the system if you keep doing this.
And there is no justice for poor people and rich don’t follow the constitution. If you don’t trust this then contact me I have too many proofs","2024-01-14T17:38:54.000Z","0"
,"http://www.kentucky.com/opinion/op-ed/article204464494.html","2024-01-14T17:38:45.000Z","0"
,"https://youtu.be/A_nRdiUSPpM?si=zxbSrs_j-QnY4Sbk","2024-01-14T17:38:39.000Z","0"
,"You can't have it both ways help America and sell out to Israel it is pick up a phone and you guys jump","2024-01-14T17:38:35.000Z","0"
,"I REALLY wish the 'naysayers' would do some of their OWN research! On the Dow Jones, unemployment rates, inflation rates, GDP, Labour Participation rate etc... FIND OUT THE TRUTH! 🥰 Then compare your findings with the economies of the rest of the world! 😮 I DARE YA! ;)","2024-01-14T17:38:26.000Z","0"
,"Poor sick and demented Joe 

https://www.msn.com/en-us/news/politics/joe-biden-will-drop-out-of-2024-presidential-race-top-jpmorgan-strategist-predicts/ar-AA1mE1Ev","2024-01-14T17:38:19.000Z","2"
,"America can’t stand you, and we WILL prove it November 3, 2024!","2024-01-14T17:37:30.000Z","1"
"31","Great work 
Honorable President","2024-01-14T17:37:04.000Z","76"
,"🛑Imam Mahdi Nasser Mohammad Al-Yemeni..
""O American President Joseph Biden, I order you and those with you to withdraw your forces from all of the Red and Arabian Seas. If America and those with it did not implement the order of Allah’s khalifa over the whole world, land and sea, we will surely wait and see what Allah will do to you if the Imam Mahdi Nasser Mohammad Al-Yemeni is truly khalifa of Allah over the whole world, so how would Allah not declare war on those who disobey the order of His khalifa?! By Allah, by Allah, and by Allah the Great, surely the carpets will be laid out at the White House for Allah’s khalifa, the Imam Mahdi Nasser Mohammad Al-Yemeni, and Allah will subject the necks of the worlds altogether in the obedience of Allah’s khalifa (whether they like it or not) willingly or unwillingly, and know that Allah ever attains His purpose that’s when Nasser Mohammad Al-Yemeni is truly the khalifa of Allah over the whole world, and if I am a liar, no harm will befall you, O Joseph Biden, it is then my lie is against me, while if Nasser Mohammad Al-Yemeni is one of the truthful ones that he is khalifa of Allah over the worlds; then Allah will certainly afflict you with what khalifa of Allah promised you, by a command from Allah.
.
O Joseph Biden, how strange! How can you feel safe from Allah's plot while your ships and battleships are resting on the back of a soldier of Allah’s soldiers which is the sea?! If He wills, He would drown you, and there will be no scream (of help) for you. Confirming with the word of Allah the Most High: [Y.S.] 36:43
{وَإِن نَّشَأْ نُغْرِقْهُمْ فَلَا صَرِيخَ لَهُمْ وَلَا هُمْ يُنقَذُونَ ‎﴿٤٣﴾‏} صدق الله العظيم [سورة يس].
.
Or He would annihilate you by a roaring, violent wind, or by Al-Rajifa asteroid violent convulsion. Confirming with the word of Allah the Most High: [Fussilat] 41:13
{فَإِنْ أَعْرَضُوا فَقُلْ أَنذَرْتُكُمْ صَاعِقَةً مِّثْلَ صَاعِقَةِ عَادٍ وَثَمُودَ ‎﴿١٣﴾‏} صدق الله العظيم [سورة فصلت].
.
Or He would cause the earth to swallow them, or a destructive earthquake. Confirming with the word of Allah the Most High: [Al-Nahl] 16:45
{أَفَأَمِنَ الَّذِينَ مَكَرُوا السَّيِّئَاتِ أَن يَخْسِفَ اللَّهُ بِهِمُ الْأَرْضَ أَوْ يَأْتِيَهُمُ الْعَذَابُ مِنْ حَيْثُ لَا يَشْعُرُونَ ‎﴿٤٥﴾} صدق الله العظيم [سورة النحل]
.
Or He would make them perish by planet Saqar the most grievous and most bitter. Confirming with the word of Allah the Most High: [Al-Anbyãa´] 21:37-49
{خُلِقَ الْإِنسَانُ مِنْ عَجَلٍ ۚ سَأُرِيكُمْ آيَاتِي فَلَا تَسْتَعْجِلُونِ ‎﴿٣٧﴾‏ وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِن كُنتُمْ صَادِقِينَ ‎﴿٣٨﴾‏ لَوْ يَعْلَمُ الَّذِينَ كَفَرُوا حِينَ لَا يَكُفُّونَ عَن وُجُوهِهِمُ النَّارَ وَلَا عَن ظُهُورِهِمْ وَلَا هُمْ يُنصَرُونَ ‎﴿٣٩﴾‏ بَلْ تَأْتِيهِم بَغْتَةً فَتَبْهَتُهُمْ فَلَا يَسْتَطِيعُونَ رَدَّهَا وَلَا هُمْ يُنظَرُونَ ‎﴿٤٠﴾}‏ صدق الله العظيم [سورة الانبياءٍ].
.
And I shout out loud in the ears of all the alliance of aggression and transgression who want to extinguish Allah’s light, and I say to them out loud the word of Allah the Most High: [Al-Ra`ad] 13:41-42
{أَوَلَمْ يَرَوْا أَنَّا نَأْتِي الْأَرْضَ نَنقُصُهَا مِنْ أَطْرَافِهَا ۚ وَاللَّهُ يَحْكُمُ لَا مُعَقِّبَ لِحُكْمِهِ ۚ وَهُوَ سَرِيعُ الْحِسَابِ ‎﴿٤١﴾‏ وَقَدْ مَكَرَ الَّذِينَ مِن قَبْلِهِمْ فَلِلَّهِ الْمَكْرُ جَمِيعًا ۖ يَعْلَمُ مَا تَكْسِبُ كُلُّ نَفْسٍ ۗ وَسَيَعْلَمُ الْكُفَّارُ لِمَنْ عُقْبَى الدَّارِ ‎﴿٤٢﴾}‏ صدق الله العظيم [سورة الرعد].
.
And confirming with the word of Allah the Most High: [Al-Anbyãa´] 21:44
{بَلْ مَتَّعْنَا هَٰؤُلَاءِ وَآبَاءَهُمْ حَتَّىٰ طَالَ عَلَيْهِمُ الْعُمُرُ ۗ أَفَلَا يَرَوْنَ أَنَّا نَأْتِي الْأَرْضَ نَنقُصُهَا مِنْ أَطْرَافِهَا ۚ أَفَهُمُ الْغَالِبُونَ ‎﴿٤٤﴾‏} صدق الله العظيم [سورة الأنبياء].
.
So watch and I am too watching with you. Confirming with the word of Allah the Most High: [Al-Dukhãn] 44:58-59
{فَإِنَّمَا يَسَّرْنَاهُ بِلِسَانِكَ لَعَلَّهُمْ يَتَذَكَّرُونَ ‎﴿٥٨﴾‏ فَارْتَقِبْ إِنَّهُم مُّرْتَقِبُونَ ‎﴿٥٩﴾‏} صدق الله العظيم [سورة الدخان].
.
And we conclude this explanatory-statement with the word of Allah the Most High: [Ãli-´Imrãn] 3:26
{قُلِ اللَّهُمَّ مَالِكَ الْمُلْكِ تُؤْتِي الْمُلْكَ مَن تَشَاءُ وَتَنزِعُ الْمُلْكَ مِمَّن تَشَاءُ وَتُعِزُّ مَن تَشَاءُ وَتُذِلُّ مَن تَشَاءُ ۖ بِيَدِكَ الْخَيْرُ ۖ إِنَّكَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ ‎﴿٢٦﴾‏} صدق الله العظيم [سورة آل عمران].
.
Peace be upon the messengers, and praise be to Allah Lord of the worlds..
Khalifa of Allah over the worlds; the Imam Mahdi Nasser Mohammad Al-Yemeni""
Jan. 11 - 2024 AD
Please click here for more👇
https://nasser-alyamani.org/showthread.php?p=438735","2024-01-14T17:36:47.000Z","2"
,"https://www.facebook.com/share/p/nuRb9YNecVQ6Hkm5/?","2024-01-14T17:36:31.000Z","0"
,"Good luck Mr president","2024-01-14T17:36:05.000Z","1"
,"Worst president ever","2024-01-14T17:35:59.000Z","1"
,"🚫⚔️A year of Hellfire and a painful chastisement for every outcast satan of jinn, mankind and every sort..⚔️🚫
▪️29 - Jamad Akhera -1445 AH/ Jan.11 - 2024 AD▪️
In any case, O American President Joseph Biden, I order you and those with you to withdraw your forces from all of the Red and Arabian Seas. If America and those with it did not implement the order of Allah’s khalifa over the whole world, land and sea, we will surely wait and see what Allah will do to you if the Imam Mahdi Nasser Mohammad Al-Yemeni is truly khalifa of Allah over the whole world, so how would Allah not declare war on those who disobey the order of His khalifa?! By Allah, by Allah, and by Allah the Great, surely the carpets will be laid out at the White House for Allah’s khalifa, the Imam Mahdi Nasser Mohammad Al-Yemeni, and Allah will subject the necks of the worlds altogether in the obedience of Allah’s khalifa (whether they like it or not) willingly or unwillingly, and know that Allah ever attains His purpose that’s when Nasser Mohammad Al-Yemeni is truly the khalifa of Allah over the whole world, and if I am a liar, no harm will befall you, O Joseph Biden, it is then my lie is against me, while if Nasser Mohammad Al-Yemeni is one of the truthful ones that he is khalifa of Allah over the worlds; then Allah will certainly afflict you with what khalifa of Allah promised you, by a command from Allah.
.
O Joseph Biden, how strange! How can you feel safe from Allah's plot while your ships and battleships are resting on the back of a soldier of Allah’s soldiers which is the sea?! If He wills, He would drown you, and there will be no scream (of help) for you. Confirming with the word of Allah the Most High: [Y.S.] 36:43
{وَإِن نَّشَأْ نُغْرِقْهُمْ فَلَا صَرِيخَ لَهُمْ وَلَا هُمْ يُنقَذُونَ ‎﴿٤٣﴾‏} صدق الله العظيم [سورة يس].
.
Or He would annihilate you by a roaring, violent wind, or by Al-Rajifa asteroid violent convulsion. Confirming with the word of Allah the Most High: [Fussilat] 41:13
{فَإِنْ أَعْرَضُوا فَقُلْ أَنذَرْتُكُمْ صَاعِقَةً مِّثْلَ صَاعِقَةِ عَادٍ وَثَمُودَ ‎﴿١٣﴾‏} صدق الله العظيم [سورة فصلت].
.
Or He would cause the earth to swallow them, or a destructive earthquake. Confirming with the word of Allah the Most High: [Al-Nahl] 16:45
{أَفَأَمِنَ الَّذِينَ مَكَرُوا السَّيِّئَاتِ أَن يَخْسِفَ اللَّهُ بِهِمُ الْأَرْضَ أَوْ يَأْتِيَهُمُ الْعَذَابُ مِنْ حَيْثُ لَا يَشْعُرُونَ ‎﴿٤٥﴾} صدق الله العظيم [سورة النحل]
.
Or He would make them perish by planet Saqar the most grievous and most bitter. Confirming with the word of Allah the Most High: [Al-Anbyãa´] 21:37-49
{خُلِقَ الْإِنسَانُ مِنْ عَجَلٍ ۚ سَأُرِيكُمْ آيَاتِي فَلَا تَسْتَعْجِلُونِ ‎﴿٣٧﴾‏ وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِن كُنتُمْ صَادِقِينَ ‎﴿٣٨﴾‏ لَوْ يَعْلَمُ الَّذِينَ كَفَرُوا حِينَ لَا يَكُفُّونَ عَن وُجُوهِهِمُ النَّارَ وَلَا عَن ظُهُورِهِمْ وَلَا هُمْ يُنصَرُونَ ‎﴿٣٩﴾‏ بَلْ تَأْتِيهِم بَغْتَةً فَتَبْهَتُهُمْ فَلَا يَسْتَطِيعُونَ رَدَّهَا وَلَا هُمْ يُنظَرُونَ ‎﴿٤٠﴾}‏ صدق الله العظيم [سورة الانبياءٍ].
.
And I shout out loud in the ears of all the alliance of aggression and transgression who want to extinguish Allah’s light, and I say to them out loud the word of Allah the Most High: [Al-Ra`ad] 13:41-42
{أَوَلَمْ يَرَوْا أَنَّا نَأْتِي الْأَرْضَ نَنقُصُهَا مِنْ أَطْرَافِهَا ۚ وَاللَّهُ يَحْكُمُ لَا مُعَقِّبَ لِحُكْمِهِ ۚ وَهُوَ سَرِيعُ الْحِسَابِ ‎﴿٤١﴾‏ وَقَدْ مَكَرَ الَّذِينَ مِن قَبْلِهِمْ فَلِلَّهِ الْمَكْرُ جَمِيعًا ۖ يَعْلَمُ مَا تَكْسِبُ كُلُّ نَفْسٍ ۗ وَسَيَعْلَمُ الْكُفَّارُ لِمَنْ عُقْبَى الدَّارِ ‎﴿٤٢﴾}‏ صدق الله العظيم [سورة الرعد].
.
And confirming with the word of Allah the Most High: [Al-Anbyãa´] 21:44
{بَلْ مَتَّعْنَا هَٰؤُلَاءِ وَآبَاءَهُمْ حَتَّىٰ طَالَ عَلَيْهِمُ الْعُمُرُ ۗ أَفَلَا يَرَوْنَ أَنَّا نَأْتِي الْأَرْضَ نَنقُصُهَا مِنْ أَطْرَافِهَا ۚ أَفَهُمُ الْغَالِبُونَ ‎﴿٤٤﴾‏} صدق الله العظيم [سورة الأنبياء].
.
So watch and I am too watching with you. Confirming with the word of Allah the Most High: [Al-Dukhãn] 44:58-59
{فَإِنَّمَا يَسَّرْنَاهُ بِلِسَانِكَ لَعَلَّهُمْ يَتَذَكَّرُونَ ‎﴿٥٨﴾‏ فَارْتَقِبْ إِنَّهُم مُّرْتَقِبُونَ ‎﴿٥٩﴾‏} صدق الله العظيم [سورة الدخان].
.
And we conclude this explanatory-statement with the word of Allah the Most High: [Ãli-´Imrãn] 3:26
{قُلِ اللَّهُمَّ مَالِكَ الْمُلْكِ تُؤْتِي الْمُلْكَ مَن تَشَاءُ وَتَنزِعُ الْمُلْكَ مِمَّن تَشَاءُ وَتُعِزُّ مَن تَشَاءُ وَتُذِلُّ مَن تَشَاءُ ۖ بِيَدِكَ الْخَيْرُ ۖ إِنَّكَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ ‎﴿٢٦﴾‏} صدق الله العظيم [سورة آل عمران].
.
Peace be upon the messengers, and praise be to Allah Lord of the worlds..
Khalifa of Allah over the worlds; the Imam Mahdi Nasser Mohammad Al-Yemeni.
➖➖➖➖➖➖➖➖
Imam Mahdi Nasser Mohammad Al-Yemeni
A year of Hellfire and a painful chastisement for every outcast satan of jinn, mankind and every sort..
29 - Jamad Akhera - 1445 AH
Jan. 11 - 2024 AD
06:35 am
(According to the official time of [Mecca] mother of towns)
[👉To read the full statement, click on the link below👇]
https:/#/nasser-alyamani.org/showthread.php?p=438735

#Miracle_Gaza_is_graveyard_to_invaders.
#السابع_من_اكتوبر..
#غزة_المكرمة..
#ألحرارة_باترتفع_إلى_151_درجة..
#Saturday_October_07..
#The_Verdict_of_Imam_Mahdi_Concerning_Hamas..
#In_the_name_of_Allah_the_One_the_Subduer..
#Urgent_to_every_human_and_each_who_has_intellect
#Significant_event_an_admonishment_to_each_sane
#Shanghai_Virus_Is_Torment
#TheWarningMoonIsOver
#Omicron_is_a_global_calamity
#Divine_Cosmic_n_Covidious_War
#NoFlee_COVID_Of_DeathArrived
‎#WarningTo_Mohamed_Bin_Salman
_____________","2024-01-14T17:35:35.000Z","2"
,"‏⛈️☑️Summer of Saqar begins invading the winter of the Arctic North Pole as we promised you with truth for this year of yours (1445 AH)☑️⛈️
▪️6️⃣▪️
‏O community of Muslims submitting to the Lord of the worlds, only the cause of the climate chaos is the approaching passage of planet Saqar, and it has confused the physics that Allah has placed in the climate of the planet of life. So why do you not believe Allah’s fatwa regarding the passage of the planet Saqar? Although the news of its passage Allah had placed it in the decisive grand Quran. Or you do not comprehend the word of Allah the Most High: [Al-Anbyãa´] 21:37-40
{خُلِقَ الْإِنسَانُ مِنْ عَجَلٍ ۚ سَأُرِيكُمْ آيَاتِي فَلَا تَسْتَعْجِلُونِ ‎﴿٣٧﴾‏ وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِن كُنتُمْ صَادِقِينَ ‎﴿٣٨﴾‏ لَوْ يَعْلَمُ الَّذِينَ كَفَرُوا حِينَ لَا يَكُفُّونَ عَن وُجُوهِهِمُ النَّارَ وَلَا عَن ظُهُورِهِمْ وَلَا هُمْ يُنصَرُونَ ‎﴿٣٩﴾‏ بَلْ تَأْتِيهِم بَغْتَةً فَتَبْهَتُهُمْ فَلَا يَسْتَطِيعُونَ رَدَّهَا وَلَا هُمْ يُنظَرُونَ ‎﴿٤٠﴾‏} صدق الله العظيم [سورة الأنبياء].

‏surely we issue fatwa with truth that you have officially entered into summer of Saqar in this winter of yours, and in this year of yours (1445 AH), you will surely come to know that we are truthful indeed, and Allah’s curse is upon the liars. Who is then more unjust than he who forges a lie against Allah or gives the lie to His messages? Surely the unjust-guilty never succeeds.

‏And you will certainly know that Allah’s curse is upon those who transgressed, transgressed, and exalted themselves greatly in the land of Palestine and in various parts of the world which are filled with injustice and oppression, and they wanted to extinguish Allah’s light, and Allah insists but to perfect His light, even if the criminals hated His prevail.

‏.And every year you are good and steadfast upon the truth till Judgment Day

‏..Peace be upon the messengers, and praise be to Allah Lord of the worlds
‏.Your brother khalifa of Allah over the whole world; the Imam Mahdi Nasser Mohammad Al-Yemeni

➖➖➖➖➖➖➖➖➖

‏Imam Mahdi Nasser Mohammad Al-Yemeni

‏18 - Jamad Akhera - 1445 AH
‏Dec. 31 - 2023 AD
‏07:44 am
‏(According to the official time of [Mecca] mother of towns)

‏https://nasser-alyamani.org/showthread.php?p=437791

‏#Miracle_Gaza_is_graveyard_to_invaders.
#السابع_من_اكتوبر..
#غزة_المكرمة..
#ألحرارة_باترتفع_إلى_151_درجة..
‏#Saturday_October_07..
‏#The_Verdict_of_Imam_Mahdi_Concerning_Hamas..
‏#In_the_name_of_Allah_the_One_the_Subduer..
‏#Urgent_to_every_human_and_each_who_has_intellect
‏#Significant_event_an_admonishment_to_each_sane
‏#Shanghai_Virus_Is_Torment
‏#TheWarningMoonIsOver
‏#Omicron_is_a_global_calamity
‏#Divine_Cosmic_n_Covidious_War
‏#NoFlee_COVID_Of_DeathArrived
‏‎#WarningTo_Mohamed_Bin_Salman
____________","2024-01-14T17:34:53.000Z","5"
,"🖋☑️O Arab weather and the entire non-Arab weather forecasts, what is the reason for the sudden heat in the Arctic northern pole sky, even though it is the current winter season? Don't you reason?!☑️🖋
▪️28 - Jamad Alakhra - 1445 AH Jan - 10 - 2024 AD▪️
An international comment from Allah’s khalifa; the Imam Mahdi Nasser Mohammad Al-Yemeni, on the news issued by Arabia Weather, the European and American Center, and the entire global meteorology and climate science centers at the following link:
https://taqs.me/FbTj

O Arab Weather, the European and American meteorology centers, and all members of the world climate organization, testify with truth in your field of specialization and help me to save the population of the planet, surely the matter is dangerous and widespread evil, in fact it is a grievous news while you and the worlds are turning away from it. Here you are, seen the facts of Allah’s signs upon the actual reality, and I certainly do not vocalize to you with poetry nor exaggerating with prose other than the truth, in fact; the truth and the truth I say that the planet of chastisement Saqar will obscure the south of planet earth, its east, its west, the middle of it and its north, it would block the inhabitants of the planet from seeing the entire sky. So what is the matter with you that you do not believe the True Word regarding the news of the approach of the thermal, flame-glowing planet Saqar in the decisive Reminder; the grand Quran in the word of Allah the Most High: [Al-Anbyãa´] 21:37-40
{خُلِقَ الْإِنسَانُ مِنْ عَجَلٍ ۚ سَأُرِيكُمْ آيَاتِي فَلَا تَسْتَعْجِلُونِ ‎﴿٣٧﴾‏ وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِن كُنتُمْ صَادِقِينَ ‎﴿٣٨﴾‏ لَوْ يَعْلَمُ الَّذِينَ كَفَرُوا حِينَ لَا يَكُفُّونَ عَن وُجُوهِهِمُ النَّارَ وَلَا عَن ظُهُورِهِمْ وَلَا هُمْ يُنصَرُونَ ‎﴿٣٩﴾‏ بَلْ تَأْتِيهِم بَغْتَةً فَتَبْهَتُهُمْ فَلَا يَسْتَطِيعُونَ رَدَّهَا وَلَا هُمْ يُنظَرُونَ ‎﴿٤٠﴾} صدق الله العظيم [سورة الأنبياء]؟!

And here you are watching the signs of the approaching Saqar planet of chastisement, and the signs of its approach in what is around you in the heavens and the earth, and the change of order in everything on earth due to the approach of the planet Saqar. Confirming with the word of Allah the Most High: [Al-A`arfã] 7:85
{أَوَلَمْ يَنظُرُوا فِي مَلَكُوتِ السَّمَاوَاتِ وَالْأَرْضِ وَمَا خَلَقَ اللَّهُ مِن شَيْءٍ وَأَنْ عَسَىٰ أَن يَكُونَ قَدِ اقْتَرَبَ أَجَلُهُمْ ۖ فَبِأَيِّ حَدِيثٍ بَعْدَهُ يُؤْمِنُونَ ‎﴿١٨٥﴾} صدق الله العظيم [سورة الأعراف].

Have you found this narrative just a narration, or a narration that Allah ratifies upon the actual reality? Confirming with the word of Allah the Most High: [Al-Naml] 27:93
{وَقُلِ الْحَمْدُ لِلَّهِ سَيُرِيكُمْ آيَاتِهِ فَتَعْرِفُونَهَا ۚ وَمَا رَبُّكَ بِغَافِلٍ عَمَّا تَعْمَلُونَ ‎﴿٩٣﴾‏} صدق الله العظيم [سورة النمل]؟

Indeed, Allah will raise the temperature to (151 degrees), so reflect, estimate, and decide. Whoever wishes may take to his Lord the path of truth then respond to the call of Allah’s khalifa and His servant; the Imam Mahdi Nasser Mohammad Al-Yemeni. I certainly call to worship Allah, He Alone, no partner for Him, no God other than Him, none else than Him worthy of worship, your Lord and my Lord, the One in Control over the kingdom of the heavens and earth, so keep your duty to Allah the One, the Subduer, and flee to Allah by repenting and turning near to Allah my Lord and your Lord, hoping from Allah to forgive your sins and make your hearts see. Verily, by Allah, by Allah, by Allah the Great, you will not see the true path to Allah unless you turn near to Allah so that He may guide your hearts. And know with certainty that Allah guides to Him whoever turns (to Him). Indeed, I am a devoted advisor to you, and whoever refuses and is arrogant, let him have the news of Saqar the hellish prison. It has seven gates, while you know that you cannot bear a fire-spark sting of a cigarette, so how can you bear the chastisement of a fire whose fuel is stones?!

Peace be upon the messengers, and praise be to Allah Lord of the worlds.
Khalifa of Allah over the whole world; the Imam Mahdi Nasser Mohammad Al-Yemeni.

➖➖➖➖➖➖➖➖➖➖

Imam Mahdi Nasser Mohammad Al-Yemeni
28 - Jamad Alakhra - 1445 AH
Jan - 10 - 2024 AD
06:26 am
(According to the official time of [Mecca] mother of towns)
[👉To read the full statement, click on the link below👇] 

https://nasser-alyamani.org/showthread.php?p=438549

#Miracle_Gaza_is_graveyard_to_invaders.
#السابع_من_اكتوبر..
#غزة_المكرمة..
#ألحرارة_باترتفع_إلى_151_درجة..
#Saturday_October_07..
#The_Verdict_of_Imam_Mahdi_Concerning_Hamas..
#In_the_name_of_Allah_the_One_the_Subduer..
#Urgent_to_every_human_and_each_who_has_intellect
#Significant_event_an_admonishment_to_each_sane
#Shanghai_Virus_Is_Torment
#TheWarningMoonIsOver
#Omicron_is_a_global_calamity
#Divine_Cosmic_n_Covidious_War
#NoFlee_COVID_Of_DeathArrived
‎#WarningTo_Mohamed_Bin_Salman
_____________","2024-01-14T17:34:36.000Z","4"
,"Whose words ring hollow!","2024-01-14T17:34:07.000Z","0"
,"Funny that this should be posted right after a report that the figures have been falsely inflated by at least 25%. The sad part is that the communist democrat sheep will gladly swallow all of China joes lies.","2024-01-14T17:33:56.000Z","0"
,"The inflation in United States is controled, the citizen of United States can decide they have a good President! That s happened just in the time the President Joe Biden are President of United States,  we can see how many jobs are create ! Congratulations mr Joe Biden! You are the best President the americans can have!","2024-01-14T17:33:47.000Z","4"
,"You know this vegetable can’t spell all these words, let alone speak them.","2024-01-14T17:32:50.000Z","1"
,"The best president of America🇺🇸 is Donald Trump✊","2024-01-14T17:32:48.000Z","2"
,"Treason to the highest degree. You will pay for your crimes old man. You will suffer eternity for your crimes against children. Pervert!","2024-01-14T17:32:22.000Z","2"
"1","Bindenomics= Bidenflation! The cost of voting stupid! I hope America has learned how corrupt and deviate the Democratic party is.","2024-01-14T17:31:11.000Z","2"
"2","Just look at all those foreigners commenting!  They have no clue what Americans have had to endure under Biden.  Worst president ever.","2024-01-14T17:30:57.000Z","3"
"1","Bidennomics is a big fat joke

We’re all still broke 

Thanks Joe","2024-01-14T17:30:51.000Z","2"
"4","When you spend too much money and you’re barely able to pay the interest and your bills, yet come up with a shortfall of 1.7 trillion in one year, there is a  a problem.","2024-01-14T17:30:42.000Z","0"
,"Liar in the White House.  Worst economic policy in history.  Record inflation.  Job growth (lol).  Those jobs returned after the pandemic.  A President who sold out his country.  The country he swore and Oath to protect.  Traitor","2024-01-14T17:30:31.000Z","0"
,"KILLER CHILDEREN IN GAZA 😡","2024-01-14T17:30:25.000Z","0"
"1","The President Joe Biden , like the best líder and the best economist promise to invert in América,  he is so competent and are looking for americans life,  the economy without mr Joe Biden is the best, the citizen have good jobs,  we the journalist are looking for know and admire the President Joe Biden activity!","2024-01-14T17:30:24.000Z","1"
"1","LIAR","2024-01-14T17:30:07.000Z","2"
,,"2024-01-14T17:29:39.000Z","0"
,"81 million votes but only 11 million followers, most are foreigners, cmon man.","2024-01-14T17:29:34.000Z","1"
,"America is dying thanks to brain dead joey, yet the idiot expects the people to believe this. A few will. They are the stupid ones. Purely ignorant.","2024-01-14T17:28:41.000Z","1"
"12","Those are some of the best jokes I’ve heard this year (so far)! 🤡","2024-01-14T17:28:32.000Z","19"
,"FJB","2024-01-14T17:28:22.000Z","0"
,,"2024-01-14T17:27:41.000Z","1"
,"Bidenomics 

https://www.newsmax.com/finance/streettalk/citigroup-layoffs/2024/01/12/id/1149341/?","2024-01-14T17:27:20.000Z","1"
,"Make congress and the senate use VA hospitals for their healthcare.","2024-01-14T17:27:13.000Z","0"
,"As a small business owner I have seen what the o momma biden policies bring their are no tax breaks to the small business owners we would be able to hire more employees or buy the new truck but when we make a profit come tax time we have to make a check out for several thousands and send it to the government so our freedom is no free we pay every year to be self employed shame on the crooks that tax small business making less than 500 thousand a year","2024-01-14T17:27:08.000Z","3"
,"Joe is the Light 🦅✨","2024-01-14T17:27:07.000Z","1"
"1","Today I wanted to write these words of mine: In the era of the victorious hero and leader of his people, Biden, small business projects emerged from the bottleneck and spread across the lands of the American homeland, and their flowers bloomed and produced a greeting to the president??  Now America's factories are working and (Made in America) has returned. Inflation has been reduced, so health and social care costs have decreased throughout the American homeland.  With his people, President Biden:: The presidency is an ability, long years of experience, an honorable history, bold and courageous stances, a watchful eye, a watchful eye for the people of the American homeland, and unlimited hope. From here, the heroic leader who is victorious with his people, President Biden, does not need an introduction, as all the American people appreciate him with pride and pride, and therefore adhere to  Through him, he captained the ship that he mastered the art of steering, and the American people are all supportive, supportive, optimistic, and victorious through goodness, rational challenge, and moral transcendence over everything that sickens their souls.","2024-01-14T17:26:49.000Z","6"
,"Making up words?","2024-01-14T17:26:45.000Z","1"
,"another example of things being worse than death","2024-01-14T17:26:31.000Z","0"
"1","True. You ruined it for the whole country","2024-01-14T17:26:22.000Z","1"
