,text,label
1197,https://www.instagram.com/reel/C2C-iwdu-fn/?igsh=MTYxZm1xcGtzYThpaw==,NEGATIVE
1198,"Yet can't break 40% approval rating. Face it Joe, your 55+ political career siphoning off the American tax payers needs to come to a end.",NEGATIVE
1199,"You invest our $ in the Biden crime family

Biden is a CROOK TRAITOR to America

Vote TRUMP save America 🇺🇸 2024",NEGATIVE
1200,https://sign.moveon.org/petitions/support-senator-bernie-sanders-call-for-an-investigation-of-indiscriminate-bombing-in-gaza?share=3e24f7ca-9a75-46e0-84df-7d7aaab00692&source=email-share-button&utm_medium=&utm_source=email,NEGATIVE
1201,"May 2024 open the doors for ICC/ICJ prosecutions of war criminals. Stop the Genocide of Palestinians!

#EndIsraelsGenocide
#STOPtheGENOCIDE
#FreePalestine
#SaveTheChildren
#PermanentCeaseFireNOW",POSITIVE
1202,"#EndIsraelsGenocide

https://webtv.un.org/en/asset/k11/k11gf661b3",NEGATIVE
1203,Dumbest mf ever FJB always 🖕,NEGATIVE
1204,Good luck not looking like a fool,POSITIVE
1205,OMG!!! Sleepy Joe is lying big-time. Remember what he tells you when you end up with no job and fighting for food. Open up your eyes people. ￼,POSITIVE
1206,https://www.foxbusiness.com/economy/initial-us-employment-reports-overstated-jobs,NEGATIVE
1207,"Sing it with me everyone 🎶🇺🇲

https://youtu.be/XhKqlP9CXXU?si=znUYYY6aEhU404f5",POSITIVE
1208,https://www.fairus.org/legislation/biden-immigration-border-policy/illegal-immigration/2023-marks-highest-level-illegal,NEGATIVE
1209,https://www.msn.com/en-us/news/us/december-migrant-surge-at-southern-border-largest-in-more-than-two-decades-as-mayors-call-for-action/ar-AA1mcOmj,NEGATIVE
1210,https://www.fiverr.com/s/0XvGZE,NEGATIVE
1211,The big clown joey where the kackler kamala,NEGATIVE
1212,I love the fact that the majority of the people who claim you are a great president on Facebook and love your posted aren’t even American citizens..that says all I need to know,POSITIVE
1213,Yeah right,POSITIVE
1214,"Chinese, Russian, and afghan kids learning how to disassemble an AK in school while we’re teaching ours they can identify as a fruit cocktail. Wild.",POSITIVE
1215,Everything went up 30 percent when you took over,POSITIVE
1216,"You pose an existential threat to our country.

You won’t secure our border, which lets in guns, FBI watchlist terrorists, & drugs.

Your weak leadership inspired Putin to invade Ukraine & Hamas to attack Israel.

You spend recklessly & increase inflation.

You are the threat.",NEGATIVE
1217,what have you done to the border? it will take years to fix this s**t. what's the point of visa then? if u r allowing people to cross border illegally? u have made fun of law and order. Voting REPUBLICAN next. Kick this admin out.,NEGATIVE
1218,https://www.cnn.com/2024/01/12/investing/citigroup-layoffs-earnings/index.html,NEGATIVE
1219,https://www.nbcnews.com/politics/national-security/drone-attacks-american-bases-injured-two-dozen-us-military-personnel-rcna121961,NEGATIVE
1220,Se il diavolo avesse un volto sarebbe il tuo .. 28mila palestinesi uccisi tra cui 8 mila bambini. Sei il peggior presidente della storia Americana. Io spero che gli americani aprano gli occhi e ti mandino a casa… #Bidenterrorist,NEGATIVE
1221,We are done with your billshxt.,NEGATIVE
1222,https://www.axios.com/2023/10/31/american-troops-middle-east-israel-palestine,NEGATIVE
1223,We can all be grateful we have a president enacting proven first world policies and returning manufacturing to the USA instead of more of the GOP's third-world trickle-down scam.,POSITIVE
1224,nan,POSITIVE
1225,May 2024 be your final year in Politics. Enjoy your golden years,POSITIVE
1226,Go away Joe.,POSITIVE
1227,"Democracy's for first word countries, not right wing sh#tholes like the third world areas with all the dictators Trump praises and admires.",POSITIVE
1228,"“Run on BADenomics/BADenflation Lunch Bucket Joe, it’s a winning strategy! “” ~your friend Don😉",POSITIVE
1229,https://www.msn.com/en-us/news/world/us-and-britain-strike-yemen-in-reprisal-for-houthi-attacks-on-shipping/ar-AA1mSjsn,NEGATIVE
1230,🇺🇸🇺🇸🇺🇸🇺🇸🫡🫡🫡🫡 JB47P ✌️👍🤘🤙👊👌🤝💪✊🇺🇸🫡🤘,NEGATIVE
1231,Lowest inflation? Bet ever agency got called today. Cost of life is higher then ive ever seen.,NEGATIVE
1232,"👇👇👇👇👇👇👇👇👇

A message of clarification from a Muslim brother to all Christians 👇👇

It is our duty as Muslims to explain and show you the true religion that God has commanded all His servants whom He created to follow, and for that reason God created us.

👇👇👇👇👇👇👇👇👇👇

https://www.facebook.com/abaki.central/videos/346579291468123/?app=fbl

https://www.facebook.com/61550099054917/videos/1557752088094991/?app=fbl

@",NEGATIVE
1233,https://www.washingtontimes.com/news/2021/jun/22/people-act-allows-democrats-register-illegal-voter/,NEGATIVE
1234,Moronic communist Biden mustve found Hunters dope stash...he lives in some fantasy world...F.J.B. !!,NEGATIVE
1235,Republicans fear freedom,NEGATIVE
1236,"My heart was  broken💔💔 💔 i never believe i will get back my ex again until I meet Dr Eigbe who brought back my ex within 15hours with a powerful and fast love  spell. He is reliable for positive result and he also render the following services Below such as..:
1) Reading 🌌
(2) Love Spells 💔
(3) ex back Spells 💏
(4) Divorce Spells 🕺💃
(5) Marriage Spells 👰
(6) Binding Spell. 👪 
(7) Court Case 👨‍⚖️👩‍⚖️
(8) Banish a past Lover 💘
(9) protection spell🏠🏡✅
(10) promotion spell🦴☠️
(11) good job💪🗣️
Just Click on the Link to visit his page 
👇👇👇
Eigbe solution home",POSITIVE
1237,https://www.facebook.com/share/r/NawUZ28LMXiQ6s62/?mibextid=D5vuiz,NEGATIVE
1238,nan,POSITIVE
1239,nan,POSITIVE
1240,nan,POSITIVE
1241,“Repeat a lie often enough and it becomes the truth.” - https://www.physics.smu.edu/pseudo/Propaganda/goebbels.html,NEGATIVE
1242,"WTH is wrong with you, man? 

https://fb.watch/pzP-MltEhI/?mibextid=Nif5oz",NEGATIVE
1243,Joe you are polling lower than STD’s and Kamala lol no way you are getting re-elected so just stop with the lies,NEGATIVE
1244,nan,POSITIVE
1245,nan,POSITIVE
1246,nan,POSITIVE
1247,"📌Confirming The Melting of The Recent Snow in Sweden During This Winter Season..

Imam Mahdi Nasser Mohammed al-Yamani
27— Jumada II— 1445 AH
09— January — 2024 AD
08:26 AM
(According to the official time of Mecca Mother of Towns)
______
https://nasser-alyamani.org/showthread.php?p=438324.
.
.",NEGATIVE
1248,"Sad you still try and claim people going back to work after the fake covid scam as ""new"" jobs! Typical of how you lie and mislead Americans. If you truly wanted to invest in America you would shut down the border, stop spending billions of our tax dollars on illegal aliens and stop sending our tax dollars to foreign countries!",NEGATIVE
1249,nan,POSITIVE
1250,We all know where you are going for all the lies you tell.,NEGATIVE
1251,You're a vissionary leader. Thank you for creating jobs to your people. Over 80million Americans are waiting to vote you for second term. Goodluck sir.,POSITIVE
1252,I think the person running your fb page is as stupid as you are Joe.,NEGATIVE
1253,nan,POSITIVE
1254,"Why you lying, still",NEGATIVE
1255,Old terrorist,NEGATIVE
1256,Nobody with half a brain is buying this garbage.,NEGATIVE
1257,"‏⛈️☑️Summer of Saqar begins invading the winter of the Arctic North Pole as we promised you with truth for this year of yours (1445 AH)☑️⛈️
▪️6️⃣▪️
‏O community of Muslims submitting to the Lord of the worlds, only the cause of the climate chaos is the approaching passage of planet Saqar, and it has confused the physics that Allah has placed in the climate of the planet of life. So why do you not believe Allah’s fatwa regarding the passage of the planet Saqar? Although the news of its passage Allah had placed it in the decisive grand Quran. Or you do not comprehend the word of Allah the Most High: [Al-Anbyãa´] 21:37-40
{خُلِقَ الْإِنسَانُ مِنْ عَجَلٍ ۚ سَأُرِيكُمْ آيَاتِي فَلَا تَسْتَعْجِلُونِ ‎﴿٣٧﴾‏ وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِن كُنتُمْ صَادِقِينَ ‎﴿٣٨﴾‏ لَوْ يَعْلَمُ الَّذِينَ كَفَرُوا حِينَ لَا يَكُفُّونَ عَن وُجُوهِهِمُ النَّارَ وَلَا عَن ظُهُورِهِمْ وَلَا هُمْ يُنصَرُونَ ‎﴿٣٩﴾‏ بَلْ تَأْتِيهِم بَغْتَةً فَتَبْهَتُهُمْ فَلَا يَسْتَطِيعُونَ رَدَّهَا وَلَا هُمْ يُنظَرُونَ ‎﴿٤٠﴾‏} صدق الله العظيم [سورة الأنبياء].

‏surely we issue fatwa with truth that you have officially entered into summer of Saqar in this winter of yours, and in this year of yours (1445 AH), you will surely come to know that we are truthful indeed, and Allah’s curse is upon the liars. Who is then more unjust than he who forges a lie against Allah or gives the lie to His messages? Surely the unjust-guilty never succeeds.

‏And you will certainly know that Allah’s curse is upon those who transgressed, transgressed, and exalted themselves greatly in the land of Palestine and in various parts of the world which are filled with injustice and oppression, and they wanted to extinguish Allah’s light, and Allah insists but to perfect His light, even if the criminals hated His prevail.

‏.And every year you are good and steadfast upon the truth till Judgment Day

‏..Peace be upon the messengers, and praise be to Allah Lord of the worlds
‏.Your brother khalifa of Allah over the whole world; the Imam Mahdi Nasser Mohammad Al-Yemeni

➖➖➖➖➖➖➖➖➖

‏Imam Mahdi Nasser Mohammad Al-Yemeni

‏18 - Jamad Akhera - 1445 AH
‏Dec. 31 - 2023 AD
‏07:44 am
‏(According to the official time of [Mecca] mother of towns)

‏https://nasser-alyamani.org/showthread.php?p=437791

‏#Miracle_Gaza_is_graveyard_to_invaders.
#السابع_من_اكتوبر..
#غزة_المكرمة..
#ألحرارة_باترتفع_إلى_151_درجة..
‏#Saturday_October_07..
‏#The_Verdict_of_Imam_Mahdi_Concerning_Hamas..
‏#In_the_name_of_Allah_the_One_the_Subduer..
‏#Urgent_to_every_human_and_each_who_has_intellect
‏#Significant_event_an_admonishment_to_each_sane
‏#Shanghai_Virus_Is_Torment
‏#TheWarningMoonIsOver
‏#Omicron_is_a_global_calamity
‏#Divine_Cosmic_n_Covidious_War
‏#NoFlee_COVID_Of_DeathArrived
‏‎#WarningTo_Mohamed_Bin_Salman
____________",NEGATIVE
1258,Love all these folks that think trump is great. Cult leader for the uneducated and remember tRump loves you. Especially when you send a billionaire money. So keep up the good work.,POSITIVE
1259,"never would vote trump but you gotta get inflation and the border under control. stop sending money to ukraine, it’s a lost cause.",NEGATIVE
1260,WHO TOLD YOU 👀,POSITIVE
1261,"‏⛈️☑️Summer of Saqar begins invading the winter of the Arctic North Pole as we promised you with truth for this year of yours (1445 AH)☑️⛈️
▪️6️⃣▪️
‏O community of Muslims submitting to the Lord of the worlds, only the cause of the climate chaos is the approaching passage of planet Saqar, and it has confused the physics that Allah has placed in the climate of the planet of life. So why do you not believe Allah’s fatwa regarding the passage of the planet Saqar? Although the news of its passage Allah had placed it in the decisive grand Quran. Or you do not comprehend the word of Allah the Most High: [Al-Anbyãa´] 21:37-40
{خُلِقَ الْإِنسَانُ مِنْ عَجَلٍ ۚ سَأُرِيكُمْ آيَاتِي فَلَا تَسْتَعْجِلُونِ ‎﴿٣٧﴾‏ وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِن كُنتُمْ صَادِقِينَ ‎﴿٣٨﴾‏ لَوْ يَعْلَمُ الَّذِينَ كَفَرُوا حِينَ لَا يَكُفُّونَ عَن وُجُوهِهِمُ النَّارَ وَلَا عَن ظُهُورِهِمْ وَلَا هُمْ يُنصَرُونَ ‎﴿٣٩﴾‏ بَلْ تَأْتِيهِم بَغْتَةً فَتَبْهَتُهُمْ فَلَا يَسْتَطِيعُونَ رَدَّهَا وَلَا هُمْ يُنظَرُونَ ‎﴿٤٠﴾‏} صدق الله العظيم [سورة الأنبياء].

‏surely we issue fatwa with truth that you have officially entered into summer of Saqar in this winter of yours, and in this year of yours (1445 AH), you will surely come to know that we are truthful indeed, and Allah’s curse is upon the liars. Who is then more unjust than he who forges a lie against Allah or gives the lie to His messages? Surely the unjust-guilty never succeeds.

‏And you will certainly know that Allah’s curse is upon those who transgressed, transgressed, and exalted themselves greatly in the land of Palestine and in various parts of the world which are filled with injustice and oppression, and they wanted to extinguish Allah’s light, and Allah insists but to perfect His light, even if the criminals hated His prevail.

‏.And every year you are good and steadfast upon the truth till Judgment Day

‏..Peace be upon the messengers, and praise be to Allah Lord of the worlds
‏.Your brother khalifa of Allah over the whole world; the Imam Mahdi Nasser Mohammad Al-Yemeni

➖➖➖➖➖➖➖➖➖

‏Imam Mahdi Nasser Mohammad Al-Yemeni

‏18 - Jamad Akhera - 1445 AH
‏Dec. 31 - 2023 AD
‏07:44 am
‏(According to the official time of [Mecca] mother of towns)

‏https://nasser-alyamani.org/showthread.php?p=437791

‏#Miracle_Gaza_is_graveyard_to_invaders.
#السابع_من_اكتوبر..
#غزة_المكرمة..
#ألحرارة_باترتفع_إلى_151_درجة..
‏#Saturday_October_07..
‏#The_Verdict_of_Imam_Mahdi_Concerning_Hamas..
‏#In_the_name_of_Allah_the_One_the_Subduer..
‏#Urgent_to_every_human_and_each_who_has_intellect
‏#Significant_event_an_admonishment_to_each_sane
‏#Shanghai_Virus_Is_Torment
‏#TheWarningMoonIsOver
‏#Omicron_is_a_global_calamity
‏#Divine_Cosmic_n_Covidious_War
‏#NoFlee_COVID_Of_DeathArrived
‏‎#WarningTo_Mohamed_Bin_Salman
____________",NEGATIVE
1262,https://www.instagram.com/reel/C2E4PEkA5ze/?igsh=Nmk3Z3U2Z2lpZGY2,NEGATIVE
1263,"Bidenomics

https://talkbusiness.net/2023/12/the-supply-side-retail-giants-closing-stores-at-unprecedented-rate/",NEGATIVE
1264,Joe has to lie about everything.  His only goals are destruction and stuffing his own pockets.,NEGATIVE
1265,She looks too old for you to sniff,NEGATIVE
1266,"Assalamualykum,Here our problem koreche some Big parson , for this  long years our family sufferur, your help need,",NEGATIVE
1267,🖕u🤡,NEGATIVE
1268,Zelensky watching,POSITIVE
1269,"‏⛈️☑️Summer of Saqar begins invading the winter of the Arctic North Pole as we promised you with truth for this year of yours (1445 AH)☑️⛈️
▪️6️⃣▪️
‏O community of Muslims submitting to the Lord of the worlds, only the cause of the climate chaos is the approaching passage of planet Saqar, and it has confused the physics that Allah has placed in the climate of the planet of life. So why do you not believe Allah’s fatwa regarding the passage of the planet Saqar? Although the news of its passage Allah had placed it in the decisive grand Quran. Or you do not comprehend the word of Allah the Most High: [Al-Anbyãa´] 21:37-40
{خُلِقَ الْإِنسَانُ مِنْ عَجَلٍ ۚ سَأُرِيكُمْ آيَاتِي فَلَا تَسْتَعْجِلُونِ ‎﴿٣٧﴾‏ وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِن كُنتُمْ صَادِقِينَ ‎﴿٣٨﴾‏ لَوْ يَعْلَمُ الَّذِينَ كَفَرُوا حِينَ لَا يَكُفُّونَ عَن وُجُوهِهِمُ النَّارَ وَلَا عَن ظُهُورِهِمْ وَلَا هُمْ يُنصَرُونَ ‎﴿٣٩﴾‏ بَلْ تَأْتِيهِم بَغْتَةً فَتَبْهَتُهُمْ فَلَا يَسْتَطِيعُونَ رَدَّهَا وَلَا هُمْ يُنظَرُونَ ‎﴿٤٠﴾‏} صدق الله العظيم [سورة الأنبياء].

‏surely we issue fatwa with truth that you have officially entered into summer of Saqar in this winter of yours, and in this year of yours (1445 AH), you will surely come to know that we are truthful indeed, and Allah’s curse is upon the liars. Who is then more unjust than he who forges a lie against Allah or gives the lie to His messages? Surely the unjust-guilty never succeeds.

‏And you will certainly know that Allah’s curse is upon those who transgressed, transgressed, and exalted themselves greatly in the land of Palestine and in various parts of the world which are filled with injustice and oppression, and they wanted to extinguish Allah’s light, and Allah insists but to perfect His light, even if the criminals hated His prevail.

‏.And every year you are good and steadfast upon the truth till Judgment Day

‏..Peace be upon the messengers, and praise be to Allah Lord of the worlds
‏.Your brother khalifa of Allah over the whole world; the Imam Mahdi Nasser Mohammad Al-Yemeni

➖➖➖➖➖➖➖➖➖

‏Imam Mahdi Nasser Mohammad Al-Yemeni

‏18 - Jamad Akhera - 1445 AH
‏Dec. 31 - 2023 AD
‏07:44 am
‏(According to the official time of [Mecca] mother of towns)

‏https://nasser-alyamani.org/showthread.php?p=437791

‏#Miracle_Gaza_is_graveyard_to_invaders.
#السابع_من_اكتوبر..
#غزة_المكرمة..
#ألحرارة_باترتفع_إلى_151_درجة..
‏#Saturday_October_07..
‏#The_Verdict_of_Imam_Mahdi_Concerning_Hamas..
‏#In_the_name_of_Allah_the_One_the_Subduer..
‏#Urgent_to_every_human_and_each_who_has_intellect
‏#Significant_event_an_admonishment_to_each_sane
‏#Shanghai_Virus_Is_Torment
‏#TheWarningMoonIsOver
‏#Omicron_is_a_global_calamity
‏#Divine_Cosmic_n_Covidious_War
‏#NoFlee_COVID_Of_DeathArrived
‏‎#WarningTo_Mohamed_Bin_Salman
____________",NEGATIVE
1270,Who still believes this crap you go to the grocery store and see the price of food it’s still high gas is still to high .  He didn’t create any jobs here lowest inflation yea sure when you don’t include food and gas into it .,NEGATIVE
1271,"#https://www.facebook.com/groups/2058336801111771#

HOUSE IN KIGALI  EXPATS  LIVING IN  KIGALI  PROPERTY  MARKET HOUSE MODERN 

#https://www.facebook.com/groups/2058336801111771/#
LIVING IN KIGALI  (EXPATS SERVICES) HOUSE IN KIGALI MARKET BUY -SELL -RENT 

#https://www.facebook.com/groups/2058336801111771#

HOUSE IN KIGALI 
living in kigali(expats services) in PROPERTY  QUICK BUY SELL #https://www.facebook.com/groups/2058336801111771#

HOUSE IN KIGALI  EXPATS  LIVING IN  KIGALI  PROPERTY  MARKET HOUSE MODERN 

#https://www.facebook.com/groups/2058336801111771/#
LIVING IN KIGALI  (EXPATS SERVICES) HOUSE IN KIGALI MARKET BUY -SELL -RENT 

#https://www.facebook.com/groups/2058336801111771#

HOUSE IN KIGALI 
living in kigali(expats services) in PROPERTY  buy QUICK BUY  SELL #https://www.facebook.com/groups/2058336801111771#

HOUSE IN KIGALI  EXPATS  LIVING IN  KIGALI  PROPERTY  MARKET HOUSE MODERN 

#https://www.facebook.com/groups/2058336801111771/#
LIVING IN KIGALI  (EXPATS SERVICES) HOUSE IN KIGALI MARKET BUY -SELL -RENT 

#https://www.facebook.com/groups/2058336801111771#

HOUSE IN KIGALI 
living in kigali(expats services) in PROPERTY  buy Humble Real estate House For Rent Selle",NEGATIVE
1272,"The mileage is evident, Thanks for your sacrifice for America.",POSITIVE
1273,Such a lie,NEGATIVE
1274,"#https://www.facebook.com/groups/2058336801111771#

HOUSE IN KIGALI  EXPATS  LIVING IN  KIGALI  PROPERTY  MARKET HOUSE MODERN 

#https://www.facebook.com/groups/2058336801111771/#
LIVING IN KIGALI  (EXPATS SERVICES) HOUSE IN KIGALI MARKET BUY -SELL -RENT 

#https://www.facebook.com/groups/2058336801111771#

HOUSE IN KIGALI 
living in kigali(expats services) in PROPERTY  QUICK BUY SELL",NEGATIVE
1275,Biggest d bag in office lol Joey Biden,POSITIVE
1276,"#https://www.facebook.com/groups/2058336801111771#

HOUSE IN KIGALI  EXPATS  LIVING IN  KIGALI  PROPERTY  MARKET HOUSE MODERN 

#https://www.facebook.com/groups/2058336801111771/#
LIVING IN KIGALI  (EXPATS SERVICES) HOUSE IN KIGALI MARKET BUY -SELL -RENT 

#https://www.facebook.com/groups/2058336801111771#

HOUSE IN KIGALI 
living in kigali(expats services) in PROPERTY  QUICK BUY SELL",NEGATIVE
1277,👏👏,POSITIVE
1278,"#https://www.facebook.com/groups/2058336801111771#

HOUSE IN KIGALI  EXPATS  LIVING IN  KIGALI  PROPERTY  MARKET HOUSE MODERN 

#https://www.facebook.com/groups/2058336801111771/#
LIVING IN KIGALI  (EXPATS SERVICES) HOUSE IN KIGALI MARKET BUY -SELL -RENT 

#https://www.facebook.com/groups/2058336801111771#

HOUSE IN KIGALI 
living in kigali(expats services) in PROPERTY  buy sell",NEGATIVE
1279,"Ok sir, another country te job starting very carefuly need, Fe",NEGATIVE
1280,"#https://www.facebook.com/groups/2058336801111771#

HOUSE IN KIGALI  EXPATS  LIVING IN  KIGALI  PROPERTY  MARKET HOUSE MODERN 

#https://www.facebook.com/groups/2058336801111771/#
LIVING IN KIGALI  (EXPATS SERVICES) HOUSE IN KIGALI MARKET BUY -SELL -RENT 

#https://www.facebook.com/groups/2058336801111771#

HOUSE IN KIGALI 
living in kigali(expats services) in PROPERTY  buy sell",NEGATIVE
1281,"#https://www.facebook.com/groups/2058336801111771#

HOUSE IN KIGALI  EXPATS  LIVING IN  KIGALI  PROPERTY  MARKET HOUSE MODERN 

#https://www.facebook.com/groups/2058336801111771/#
LIVING IN KIGALI  (EXPATS SERVICES) HOUSE IN KIGALI MARKET BUY -SELL -RENT 

#https://www.facebook.com/groups/2058336801111771#

HOUSE IN KIGALI 
living in kigali(expats services) in PROPERTY  buy sell",NEGATIVE
1282,"I see u , 13 ,4 ,7,5,1,2,3, unter american court",NEGATIVE
1283,https://www.cnn.com/2024/01/05/politics/white-house-federal-spaces-house-migrants/index.html,NEGATIVE
1284,Thanks for escalating tensions with Iran and after you gave them billions they're building atom bomb... great work,POSITIVE
1285,Send job to our country also 😂😂😂😂,POSITIVE
1286,nan,POSITIVE
1287,"Only a Democrat can tout ""creating jobs"" from jobs that were already lost because of the Plandemic.",NEGATIVE
1288,U are a big Shaytaan!😈,POSITIVE
1289,https://apnews.com/article/hunter-biden-tax-charges-special-counsel-75b2aa05f247535677454ff2dfa7c71f,NEGATIVE
1290,"٢)
🚫⚔️A year of Hellfire and a painful chastisement for every outcast satan of jinn, mankind and every sort..⚔️🚫
▪️29 - Jamad Akhera -1445 AHJan.11 - 2024 AD▪️
In any case, O American President Joseph Biden, I order you and those with you to withdraw your forces from all of the Red and Arabian Seas. If America and those with it did not implement the order of Allah’s khalifa over the whole world, land and sea, we will surely wait and see what Allah will do to you if the Imam Mahdi Nasser Mohammad Al-Yemeni is truly khalifa of Allah over the whole world, so how would Allah not declare war on those who disobey the order of His khalifa?! By Allah, by Allah, and by Allah the Great, surely the carpets will be laid out at the White House for Allah’s khalifa, the Imam Mahdi Nasser Mohammad Al-Yemeni, and Allah will subject the necks of the worlds altogether in the obedience of Allah’s khalifa (whether they like it or not) willingly or unwillingly, and know that Allah ever attains His purpose that’s when Nasser Mohammad Al-Yemeni is truly the khalifa of Allah over the whole world, and if I am a liar, no harm will befall you, O Joseph Biden, it is then my lie is against me, while if Nasser Mohammad Al-Yemeni is one of the truthful ones that he is khalifa of Allah over the worlds; then Allah will certainly afflict you with what khalifa of Allah promised you, by a command from Allah.
.

O Joseph Biden, how strange! How can you feel safe from Allah's plot while your ships and battleships are resting on the back of a soldier of Allah’s soldiers which is the sea?! If He wills, He would drown you, and there will be no scream (of help) for you. Confirming with the word of Allah the Most High: [Y.S.] 36:43
{وَإِن نَّشَأْ نُغْرِقْهُمْ فَلَا صَرِيخَ لَهُمْ وَلَا هُمْ يُنقَذُونَ ‎﴿٤٣﴾‏} صدق الله العظيم [سورة يس].
.
Or He would annihilate you by a roaring, violent wind, or by Al-Rajifa asteroid violent convulsion. Confirming with the word of Allah the Most High: [Fussilat] 41:13
{فَإِنْ أَعْرَضُوا فَقُلْ أَنذَرْتُكُمْ صَاعِقَةً مِّثْلَ صَاعِقَةِ عَادٍ وَثَمُودَ ‎﴿١٣﴾‏} صدق الله العظيم [سورة فصلت].
.
Or He would cause the earth to swallow them, or a destructive earthquake. Confirming with the word of Allah the Most High: [Al-Nahl] 16:45
{أَفَأَمِنَ الَّذِينَ مَكَرُوا السَّيِّئَاتِ أَن يَخْسِفَ اللَّهُ بِهِمُ الْأَرْضَ أَوْ يَأْتِيَهُمُ الْعَذَابُ مِنْ حَيْثُ لَا يَشْعُرُونَ ‎﴿٤٥﴾} صدق الله العظيم [سورة النحل]
.
Or He would make them perish by planet Saqar the most grievous and most bitter. Confirming with the word of Allah the Most High: [Al-Anbyãa´] 21:37-49
{خُلِقَ الْإِنسَانُ مِنْ عَجَلٍ ۚ سَأُرِيكُمْ آيَاتِي فَلَا تَسْتَعْجِلُونِ ‎﴿٣٧﴾‏ وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِن كُنتُمْ صَادِقِينَ ‎﴿٣٨﴾‏ لَوْ يَعْلَمُ الَّذِينَ كَفَرُوا حِينَ لَا يَكُفُّونَ عَن وُجُوهِهِمُ النَّارَ وَلَا عَن ظُهُورِهِمْ وَلَا هُمْ يُنصَرُونَ ‎﴿٣٩﴾‏ بَلْ تَأْتِيهِم بَغْتَةً فَتَبْهَتُهُمْ فَلَا يَسْتَطِيعُونَ رَدَّهَا وَلَا هُمْ يُنظَرُونَ ‎﴿٤٠﴾}‏ صدق الله العظيم [سورة الانبياءٍ].
.
And I shout out loud in the ears of all the alliance of aggression and transgression who want to extinguish Allah’s light, and I say to them out loud the word of Allah the Most High: [Al-Ra`ad] 13:41-42
{أَوَلَمْ يَرَوْا أَنَّا نَأْتِي الْأَرْضَ نَنقُصُهَا مِنْ أَطْرَافِهَا ۚ وَاللَّهُ يَحْكُمُ لَا مُعَقِّبَ لِحُكْمِهِ ۚ وَهُوَ سَرِيعُ الْحِسَابِ ‎﴿٤١﴾‏ وَقَدْ مَكَرَ الَّذِينَ مِن قَبْلِهِمْ فَلِلَّهِ الْمَكْرُ جَمِيعًا ۖ يَعْلَمُ مَا تَكْسِبُ كُلُّ نَفْسٍ ۗ وَسَيَعْلَمُ الْكُفَّارُ لِمَنْ عُقْبَى الدَّارِ ‎﴿٤٢﴾}‏ صدق الله العظيم [سورة الرعد].
.
So watch and I am too watching with you. Confirming with the word of Allah the Most High: [Al-Dukhãn] 44:58-59
{فَإِنَّمَا يَسَّرْنَاهُ بِلِسَانِكَ لَعَلَّهُمْ يَتَذَكَّرُونَ ‎﴿٥٨﴾‏ فَارْتَقِبْ إِنَّهُم مُّرْتَقِبُونَ ‎﴿٥٩﴾‏} صدق الله العظيم [سورة الدخان].
.
And we conclude this explanatory-statement with the word of Allah the Most High: [Ãli-´Imrãn] 3:26
{قُلِ اللَّهُمَّ مَالِكَ الْمُلْكِ تُؤْتِي الْمُلْكَ مَن تَشَاءُ وَتَنزِعُ الْمُلْكَ مِمَّن تَشَاءُ وَتُعِزُّ مَن تَشَاءُ وَتُذِلُّ مَن تَشَاءُ ۖ بِيَدِكَ الْخَيْرُ ۖ إِنَّكَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ ‎﴿٢٦﴾‏} صدق الله العظيم [سورة آل عمران].
.
Peace be upon the messengers, and praise be to Allah Lord of the worlds..
Khalifa of Allah over the worlds; the Imam Mahdi Nasser Mohammad Al-Yemeni.
➖➖➖➖➖➖➖➖

Imam Mahdi Nasser Mohammad Al-Yemeni
A year of Hellfire and a painful chastisement for every outcast satan of jinn, mankind and every sort..
29 - Jamad Akhera - 1445 AH
Jan. 11 - 2024 AD
06:35 am
(According to the official time of [Mecca] mother of towns)

[👉To read the full statement, click on the link below👇] 
https:/*/nasser-alyamani.org/showthread.php?p=438735

#Miracle_Gaza_is_graveyard_to_invaders.
#السابع_من_اكتوبر..
#غزة_المكرمة..
#ألحرارة_باترتفع_إلى_151_درجة..
#Saturday_October_07..
#The_Verdict_of_Imam_Mahdi_Concerning_Hamas..
#In_the_name_of_Allah_the_One_the_Subduer..
#Urgent_to_every_human_and_each_who_has_intellect
#Significant_event_an_admonishment_to_each_sane
#Shanghai_Virus_Is_Torment
#TheWarningMoonIsOver
#Omicron_is_a_global_calamity
#Divine_Cosmic_n_Covidious_War
#NoFlee_COVID_Of_DeathArrived
‎#WarningTo_Mohamed_Bin_Salman
_____________
Ybjvfxs",NEGATIVE
1291,You are a child killer. Our troops are dying for your support of an illegal Settler colony.,NEGATIVE
1292,الدبلوماسيه ستصنع الفارق . مبروك مقدما لدوره رئاسيه ثانيه,NEGATIVE
